submit_date,state,total_cases,new_cases,total_deaths,new_deaths,sum_cases_last_14_days,state_pop,new_cases_percent,cases_last_14_pop_percent
2022-07-20,ND,254868,402,2304,0,3655,756717,0.0005312421949024536,0.0048300751800210645
2022-07-20,NE,511380,645,4363,0,7990,1914571,0.00033689009182735974,0.004173258656900162
2022-07-20,NH,336189,227,2615,1,2938,1348124,0.00016838213695476083,0.002179324750542235
2022-07-20,NJ,2556303,3961,34189,15,50611,8878503,0.00044613376827152054,0.005700397916180239
2022-07-20,NM,582061,1174,8138,22,13627,2092454,0.000561063707971597,0.006512449019189908
2022-07-20,NV,797048,766,11189,9,15008,2972382,0.00025770577267659404,0.005049149133590501
2022-07-20,NY,5744041,8863,69370,32,105332,19572319,0.00045283341233095576,0.005381682160402148
2022-07-20,OH,2891756,0,38959,0,43303,11655397,0.0,0.0037152745633632213
2022-07-20,OK,1108553,4390,14555,30,23639,3932870,0.0011162331834004176,0.0060106232852853
2022-07-20,OR,839295,1421,7981,24,19614,4129803,0.0003440842093436418,0.004749379086605342
2022-07-20,PA,3058316,3749,46047,21,40187,12791530,0.00029308456455169943,0.0031416882890475182
2022-07-20,PR,823674,3499,4700,9,40906,3318447,0.0010544088846379043,0.012326850481565624
2022-07-20,RI,387972,298,3624,1,3704,1057231,0.000281868390162604,0.0035034916683298165
2022-07-20,SC,1592386,2211,18140,6,29393,5020806,0.0004403675425818086,0.005854239339261465
2022-07-20,SD,248788,1514,2947,2,3083,870638,0.001738954651646264,0.0035410813679164015
2022-07-20,TN,2176072,3733,26913,42,39989,6709356,0.0005563872300113453,0.005960184554225472
2022-07-20,TX,7325409,12341,87458,30,168909,28260856,0.0004366817480687775,0.005976782868855777
2022-07-20,UT,997556,0,4869,0,14661,3096848,0.0,0.004734168418986014
